row_id,model_name,organization,release_year,model_size_billion_params,architecture_type,open_source,rlhf_used,constitutional_ai_used,alignment_training_type,safety_finetuning,mmlu_score,gsm8k_score,humaneval_score,arc_score,hellaswag_score,truthfulqa_score,toxicity_score,hallucination_rate,jailbreak_success_rate,refusal_rate,bias_score,adversarial_robustness_score,instruction_following_score,consistency_score,lmsys_elo,alignment_score,shutdown_compliance_proxy,benchmark_suite,eval_year,data_source
2133,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,69.59,60.49,30.5,80.6,88.17,45.35,4.8,,,,5.8,,42.0,,,,,HF-L1__academic_benchmark,2023,[HF-L1][PAPERS]
2134,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,67.52,57.52,30.2,78.2,85.55,43.55,4.8,,,,5.8,,41.16,,,,,HF-L1__enterprise_usecase,2023,[HF-L1][PAPERS]
2135,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,65.45,55.74,29.28,75.81,82.93,42.65,4.8,,,,5.8,,40.74,,,,,HF-L1__creative_writing,2023,[HF-L1][PAPERS]
2136,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,64.77,56.93,28.97,75.01,82.06,41.76,4.8,,,,5.8,,40.32,,,,,HF-L1__reasoning_chain,2023,[HF-L1][PAPERS]
2137,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,68.9,58.71,30.8,79.8,87.3,45.8,4.8,,,,5.8,,43.68,,,,,HF-L1__value_alignment,2023,[HF-L1][PAPERS]
2138,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,59.94,50.4,27.14,69.43,75.95,38.61,4.8,,,,5.8,,36.96,,,,,HF-L1__robustness_noise,2023,[HF-L1][PAPERS]
2139,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,60.63,51.59,27.45,70.22,76.82,39.96,4.8,,,,5.8,,38.22,,,,,HF-L1__multilingual,2023,[HF-L1][PAPERS]
2140,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,66.83,56.93,29.89,77.41,84.68,43.55,4.8,,,,5.8,,41.58,,,,,HF-L1__summarization,2023,[HF-L1][PAPERS]
2141,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,69.59,59.3,30.2,80.6,88.17,45.35,4.8,,,,5.8,,42.0,,,,,HF-L1__qa_closed,2023,[HF-L1][PAPERS]
2142,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,66.14,56.33,29.59,76.61,83.81,43.1,4.8,,,,5.8,,41.16,,,,,HF-L1__qa_open,2023,[HF-L1][PAPERS]
2143,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,70.28,59.89,30.5,81.4,89.05,47.15,4.8,,,,5.8,,43.68,,,,,HF-L1__dialogue_safety,2023,[HF-L1][PAPERS]
2144,Llama-2-70B,Meta,2023,70,Transformer-Decoder,1,0,0,Pretrain-only,0,62.7,55.15,28.06,72.62,79.44,40.41,4.8,,,,5.8,,39.48,,,,,HF-L1__data_contamination,2023,[HF-L1][PAPERS]
2145,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.0,,,25.0,40.0,21.0,7.5,,,,8.5,,15.0,,,,,TQA+HF-L1__standard_0shot,2023,[TQA][HF-L1]
2146,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.19,,,25.25,40.4,21.21,7.5,,,,8.5,,15.0,,,,,TQA+HF-L1__standard_5shot,2023,[TQA][HF-L1]
2147,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.43,,,24.25,38.8,20.58,7.5,,,,8.5,,14.55,,,,,TQA+HF-L1__chat_multiturn,2023,[TQA][HF-L1]
2148,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.1,,,22.5,36.0,18.48,7.5,,,,8.5,,13.65,,,,,TQA+HF-L1__adversarial_prompt,2023,[TQA][HF-L1]
2149,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,16.72,,,22.0,35.2,17.85,7.5,,,,8.5,,13.5,,,,,TQA+HF-L1__red_team_test,2023,[TQA][HF-L1]
2150,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.81,,,24.75,39.6,21.0,7.5,,,,8.5,,14.85,,,,,TQA+HF-L1__domain_science,2023,[TQA][HF-L1]
2151,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.05,,,23.75,38.0,20.58,7.5,,,,8.5,,14.7,,,,,TQA+HF-L1__domain_math,2023,[TQA][HF-L1]
2152,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.67,,,23.25,37.2,20.37,7.5,,,,8.5,,14.55,,,,,TQA+HF-L1__domain_coding,2023,[TQA][HF-L1]
2153,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.24,,,24.0,38.4,19.74,7.5,,,,8.5,,14.4,,,,,TQA+HF-L1__system_prompt_none,2023,[TQA][HF-L1]
2154,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.38,,,25.5,40.8,22.05,7.5,,,,8.5,,15.45,,,,,TQA+HF-L1__system_prompt_safety,2023,[TQA][HF-L1]
2155,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,16.15,,,21.25,34.0,18.9,7.5,,,,8.5,,13.2,,,,,TQA+HF-L1__low_resource_lang,2023,[TQA][HF-L1]
2156,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.48,,,23.0,36.8,19.53,7.5,,,,8.5,,13.65,,,,,TQA+HF-L1__long_context,2023,[TQA][HF-L1]
2157,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.29,,,22.75,36.4,18.69,7.5,,,,8.5,,13.8,,,,,TQA+HF-L1__tool_use,2023,[TQA][HF-L1]
2158,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,16.91,,,22.25,35.6,18.9,7.5,,,,8.5,,13.65,,,,,TQA+HF-L1__instruction_complex,2023,[TQA][HF-L1]
2159,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,15.58,,,20.5,32.8,16.38,7.5,,,,8.5,,12.9,,,,,TQA+HF-L1__jailbreak_scenario,2023,[TQA][HF-L1]
2160,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.57,,,25.75,41.2,22.68,7.5,,,,8.5,,15.9,,,,,TQA+HF-L1__safety_bench_direct,2023,[TQA][HF-L1]
2161,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.86,,,23.5,37.6,19.32,7.5,,,,8.5,,14.25,,,,,TQA+HF-L1__bias_test,2023,[TQA][HF-L1]
2162,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.24,,,24.0,38.4,20.37,7.5,,,,8.5,,14.85,,,,,TQA+HF-L1__factuality_test,2023,[TQA][HF-L1]
2163,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.43,,,24.25,38.8,20.16,7.5,,,,8.5,,14.7,,,,,TQA+HF-L1__consistency_test,2023,[TQA][HF-L1]
2164,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.0,,,25.0,40.0,21.0,7.5,,,,8.5,,15.0,,,,,TQA+HF-L1__human_preference,2023,[TQA][HF-L1]
2165,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.19,,,25.25,40.4,21.21,7.5,,,,8.5,,15.0,,,,,TQA+HF-L1__academic_benchmark,2023,[TQA][HF-L1]
2166,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.62,,,24.5,39.2,20.37,7.5,,,,8.5,,14.7,,,,,TQA+HF-L1__enterprise_usecase,2023,[TQA][HF-L1]
2167,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.05,,,23.75,38.0,19.95,7.5,,,,8.5,,14.55,,,,,TQA+HF-L1__creative_writing,2023,[TQA][HF-L1]
2168,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.86,,,23.5,37.6,19.53,7.5,,,,8.5,,14.4,,,,,TQA+HF-L1__reasoning_chain,2023,[TQA][HF-L1]
2169,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.0,,,25.0,40.0,21.42,7.5,,,,8.5,,15.6,,,,,TQA+HF-L1__value_alignment,2023,[TQA][HF-L1]
2170,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,16.53,,,21.75,34.8,18.06,7.5,,,,8.5,,13.2,,,,,TQA+HF-L1__robustness_noise,2023,[TQA][HF-L1]
2171,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,16.72,,,22.0,35.2,18.69,7.5,,,,8.5,,13.65,,,,,TQA+HF-L1__multilingual,2023,[TQA][HF-L1]
2172,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.43,,,24.25,38.8,20.37,7.5,,,,8.5,,14.85,,,,,TQA+HF-L1__summarization,2023,[TQA][HF-L1]
2173,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.19,,,25.25,40.4,21.21,7.5,,,,8.5,,15.0,,,,,TQA+HF-L1__qa_closed,2023,[TQA][HF-L1]
2174,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,18.24,,,24.0,38.4,20.16,7.5,,,,8.5,,14.7,,,,,TQA+HF-L1__qa_open,2023,[TQA][HF-L1]
2175,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,19.38,,,25.5,40.8,22.05,7.5,,,,8.5,,15.6,,,,,TQA+HF-L1__dialogue_safety,2023,[TQA][HF-L1]
2176,GPT-2-XL,OpenAI,2019,1.5,Transformer-Decoder,1,0,0,Pretrain-only,0,17.29,,,22.75,36.4,18.9,7.5,,,,8.5,,14.1,,,,,TQA+HF-L1__data_contamination,2023,[TQA][HF-L1]
2177,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,43.9,,,52.0,78.0,28.0,6.0,,,,7.0,,35.0,,,,,TQA+HELM__standard_0shot,2023,[TQA][HELM]
2178,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,44.34,,,52.52,78.78,28.28,6.0,,,,7.0,,35.0,,,,,TQA+HELM__standard_5shot,2023,[TQA][HELM]
2179,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.58,,,50.44,75.66,27.44,6.0,,,,7.0,,33.95,,,,,TQA+HELM__chat_multiturn,2023,[TQA][HELM]
2180,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,39.51,,,46.8,70.2,24.64,6.0,,,,7.0,,31.85,,,,,TQA+HELM__adversarial_prompt,2023,[TQA][HELM]
2181,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,38.63,,,45.76,68.64,23.8,6.0,,,,7.0,,31.5,,,,,TQA+HELM__red_team_test,2023,[TQA][HELM]
2182,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,43.46,,,51.48,77.22,28.0,6.0,,,,7.0,,34.65,,,,,TQA+HELM__domain_science,2023,[TQA][HELM]
2183,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,41.7,,,49.4,74.1,27.44,6.0,,,,7.0,,34.3,,,,,TQA+HELM__domain_math,2023,[TQA][HELM]
2184,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,40.83,,,48.36,72.54,27.16,6.0,,,,7.0,,33.95,,,,,TQA+HELM__domain_coding,2023,[TQA][HELM]
2185,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.14,,,49.92,74.88,26.32,6.0,,,,7.0,,33.6,,,,,TQA+HELM__system_prompt_none,2023,[TQA][HELM]
2186,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,44.78,,,53.04,79.56,29.4,6.0,,,,7.0,,36.05,,,,,TQA+HELM__system_prompt_safety,2023,[TQA][HELM]
2187,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,37.31,,,44.2,66.3,25.2,6.0,,,,7.0,,30.8,,,,,TQA+HELM__low_resource_lang,2023,[TQA][HELM]
2188,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,40.39,,,47.84,71.76,26.04,6.0,,,,7.0,,31.85,,,,,TQA+HELM__long_context,2023,[TQA][HELM]
2189,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,39.95,,,47.32,70.98,24.92,6.0,,,,7.0,,32.2,,,,,TQA+HELM__tool_use,2023,[TQA][HELM]
2190,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,39.07,,,46.28,69.42,25.2,6.0,,,,7.0,,31.85,,,,,TQA+HELM__instruction_complex,2023,[TQA][HELM]
2191,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,36.0,,,42.64,63.96,21.84,6.0,,,,7.0,,30.1,,,,,TQA+HELM__jailbreak_scenario,2023,[TQA][HELM]
2192,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,45.22,,,53.56,80.34,30.24,6.0,,,,7.0,,37.1,,,,,TQA+HELM__safety_bench_direct,2023,[TQA][HELM]
2193,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,41.27,,,48.88,73.32,25.76,6.0,,,,7.0,,33.25,,,,,TQA+HELM__bias_test,2023,[TQA][HELM]
2194,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.14,,,49.92,74.88,27.16,6.0,,,,7.0,,34.65,,,,,TQA+HELM__factuality_test,2023,[TQA][HELM]
2195,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.58,,,50.44,75.66,26.88,6.0,,,,7.0,,34.3,,,,,TQA+HELM__consistency_test,2023,[TQA][HELM]
2196,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,43.9,,,52.0,78.0,28.0,6.0,,,,7.0,,35.0,,,,,TQA+HELM__human_preference,2023,[TQA][HELM]
2197,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,44.34,,,52.52,78.78,28.28,6.0,,,,7.0,,35.0,,,,,TQA+HELM__academic_benchmark,2023,[TQA][HELM]
2198,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,43.02,,,50.96,76.44,27.16,6.0,,,,7.0,,34.3,,,,,TQA+HELM__enterprise_usecase,2023,[TQA][HELM]
2199,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,41.7,,,49.4,74.1,26.6,6.0,,,,7.0,,33.95,,,,,TQA+HELM__creative_writing,2023,[TQA][HELM]
2200,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,41.27,,,48.88,73.32,26.04,6.0,,,,7.0,,33.6,,,,,TQA+HELM__reasoning_chain,2023,[TQA][HELM]
2201,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,43.9,,,52.0,78.0,28.56,6.0,,,,7.0,,36.4,,,,,TQA+HELM__value_alignment,2023,[TQA][HELM]
2202,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,38.19,,,45.24,67.86,24.08,6.0,,,,7.0,,30.8,,,,,TQA+HELM__robustness_noise,2023,[TQA][HELM]
2203,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,38.63,,,45.76,68.64,24.92,6.0,,,,7.0,,31.85,,,,,TQA+HELM__multilingual,2023,[TQA][HELM]
2204,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.58,,,50.44,75.66,27.16,6.0,,,,7.0,,34.65,,,,,TQA+HELM__summarization,2023,[TQA][HELM]
2205,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,44.34,,,52.52,78.78,28.28,6.0,,,,7.0,,35.0,,,,,TQA+HELM__qa_closed,2023,[TQA][HELM]
2206,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,42.14,,,49.92,74.88,26.88,6.0,,,,7.0,,34.3,,,,,TQA+HELM__qa_open,2023,[TQA][HELM]
2207,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,44.78,,,53.04,79.56,29.4,6.0,,,,7.0,,36.4,,,,,TQA+HELM__dialogue_safety,2023,[TQA][HELM]
2208,GPT-3-Davinci,OpenAI,2020,175,Transformer-Decoder,0,0,0,Pretrain-only,0,39.95,,,47.32,70.98,25.2,6.0,,,,7.0,,32.9,,,,,TQA+HELM__data_contamination,2023,[TQA][HELM]
2209,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.0,,,,,33.0,4.5,,,78.0,5.5,,68.0,,,,,TQA+HELM__standard_0shot,2022,[TQA][HELM][PAPERS]
2210,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.52,,,,,33.33,4.5,,,78.0,5.5,,68.0,,,,,TQA+HELM__standard_5shot,2022,[TQA][HELM][PAPERS]
2211,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,50.44,,,,,32.34,4.5,,,75.66,5.5,,65.96,,,,,TQA+HELM__chat_multiturn,2022,[TQA][HELM][PAPERS]
2212,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,46.8,,,,,29.04,4.5,,,70.98,5.5,,61.88,,,,,TQA+HELM__adversarial_prompt,2022,[TQA][HELM][PAPERS]
2213,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,45.76,,,,,28.05,4.5,,,70.2,5.5,,61.2,,,,,TQA+HELM__red_team_test,2022,[TQA][HELM][PAPERS]
2214,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,51.48,,,,,33.0,4.5,,,77.22,5.5,,67.32,,,,,TQA+HELM__domain_science,2022,[TQA][HELM][PAPERS]
2215,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,49.4,,,,,32.34,4.5,,,76.44,5.5,,66.64,,,,,TQA+HELM__domain_math,2022,[TQA][HELM][PAPERS]
2216,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,48.36,,,,,32.01,4.5,,,75.66,5.5,,65.96,,,,,TQA+HELM__domain_coding,2022,[TQA][HELM][PAPERS]
2217,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,49.92,,,,,31.02,4.5,,,74.88,5.5,,65.28,,,,,TQA+HELM__system_prompt_none,2022,[TQA][HELM][PAPERS]
2218,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,53.04,,,,,34.65,4.5,,,80.34,5.5,,70.04,,,,,TQA+HELM__system_prompt_safety,2022,[TQA][HELM][PAPERS]
2219,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,44.2,,,,,29.7,4.5,,,68.64,5.5,,59.84,,,,,TQA+HELM__low_resource_lang,2022,[TQA][HELM][PAPERS]
2220,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,47.84,,,,,30.69,4.5,,,70.98,5.5,,61.88,,,,,TQA+HELM__long_context,2022,[TQA][HELM][PAPERS]
2221,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,47.32,,,,,29.37,4.5,,,71.76,5.5,,62.56,,,,,TQA+HELM__tool_use,2022,[TQA][HELM][PAPERS]
2222,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,46.28,,,,,29.7,4.5,,,70.98,5.5,,61.88,,,,,TQA+HELM__instruction_complex,2022,[TQA][HELM][PAPERS]
2223,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,42.64,,,,,25.74,4.5,,,67.08,5.5,,58.48,,,,,TQA+HELM__jailbreak_scenario,2022,[TQA][HELM][PAPERS]
2224,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,53.56,,,,,35.64,4.5,,,82.68,5.5,,72.08,,,,,TQA+HELM__safety_bench_direct,2022,[TQA][HELM][PAPERS]
2225,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,48.88,,,,,30.36,4.5,,,74.1,5.5,,64.6,,,,,TQA+HELM__bias_test,2022,[TQA][HELM][PAPERS]
2226,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,49.92,,,,,32.01,4.5,,,77.22,5.5,,67.32,,,,,TQA+HELM__factuality_test,2022,[TQA][HELM][PAPERS]
2227,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,50.44,,,,,31.68,4.5,,,76.44,5.5,,66.64,,,,,TQA+HELM__consistency_test,2022,[TQA][HELM][PAPERS]
2228,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.0,,,,,33.0,4.5,,,78.0,5.5,,68.0,,,,,TQA+HELM__human_preference,2022,[TQA][HELM][PAPERS]
2229,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.52,,,,,33.33,4.5,,,78.0,5.5,,68.0,,,,,TQA+HELM__academic_benchmark,2022,[TQA][HELM][PAPERS]
2230,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,50.96,,,,,32.01,4.5,,,76.44,5.5,,66.64,,,,,TQA+HELM__enterprise_usecase,2022,[TQA][HELM][PAPERS]
2231,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,49.4,,,,,31.35,4.5,,,75.66,5.5,,65.96,,,,,TQA+HELM__creative_writing,2022,[TQA][HELM][PAPERS]
2232,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,48.88,,,,,30.69,4.5,,,74.88,5.5,,65.28,,,,,TQA+HELM__reasoning_chain,2022,[TQA][HELM][PAPERS]
2233,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.0,,,,,33.66,4.5,,,81.12,5.5,,70.72,,,,,TQA+HELM__value_alignment,2022,[TQA][HELM][PAPERS]
2234,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,45.24,,,,,28.38,4.5,,,68.64,5.5,,59.84,,,,,TQA+HELM__robustness_noise,2022,[TQA][HELM][PAPERS]
2235,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,45.76,,,,,29.37,4.5,,,70.98,5.5,,61.88,,,,,TQA+HELM__multilingual,2022,[TQA][HELM][PAPERS]
2236,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,50.44,,,,,32.01,4.5,,,77.22,5.5,,67.32,,,,,TQA+HELM__summarization,2022,[TQA][HELM][PAPERS]
2237,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,52.52,,,,,33.33,4.5,,,78.0,5.5,,68.0,,,,,TQA+HELM__qa_closed,2022,[TQA][HELM][PAPERS]
2238,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,49.92,,,,,31.68,4.5,,,76.44,5.5,,66.64,,,,,TQA+HELM__qa_open,2022,[TQA][HELM][PAPERS]
2239,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,53.04,,,,,34.65,4.5,,,81.12,5.5,,70.72,,,,,TQA+HELM__dialogue_safety,2022,[TQA][HELM][PAPERS]
2240,InstructGPT-davinci-002,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF,1,47.32,,,,,29.7,4.5,,,73.32,5.5,,63.92,,,,,TQA+HELM__data_contamination,2022,[TQA][HELM][PAPERS]
2241,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,64.0,,,,,41.0,3.8,,,82.0,5.0,,75.0,,,,,TQA+HELM__standard_0shot,2022,[TQA][HELM][PAPERS]
2242,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,64.64,,,,,41.41,3.8,,,82.0,5.0,,75.0,,,,,TQA+HELM__standard_5shot,2022,[TQA][HELM][PAPERS]
2243,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,62.08,,,,,40.18,3.8,,,79.54,5.0,,72.75,,,,,TQA+HELM__chat_multiturn,2022,[TQA][HELM][PAPERS]
2244,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,57.6,,,,,36.08,3.8,,,74.62,5.0,,68.25,,,,,TQA+HELM__adversarial_prompt,2022,[TQA][HELM][PAPERS]
2245,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,56.32,,,,,34.85,3.8,,,73.8,5.0,,67.5,,,,,TQA+HELM__red_team_test,2022,[TQA][HELM][PAPERS]
2246,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,63.36,,,,,41.0,3.8,,,81.18,5.0,,74.25,,,,,TQA+HELM__domain_science,2022,[TQA][HELM][PAPERS]
2247,InstructGPT-text-davinci-003,OpenAI,2022,175,Transformer-Decoder,0,1,0,RLHF+PPO,1,60.8,,,,,40.18,3.8,,,80.36,5.0,,73.5,,,,,TQA+HELM__domain_math,2022,[TQA][HELM][PAPERS]
